Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1688|CANNULA,INFNT NSL CPAP SYSTEM,SIZE 4,OUS|MEDLINE|1688|0.000EA|1.000CS|841.82 ||||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/168/1688_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.001LB, 0CF PER CS|0.001 |LB|HUD1688|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1689|CANNULA,INFNT NSL CPAP SYSTEM,SIZE 5,OUS|MEDLINE|1689|0.000EA|1.000CS|841.82 ||||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/168/1689_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.390 |LB|HUD1689|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1690|CANNULA, INFANT, NASAL CPAP, SIZE 0,OUS|MEDLINE|1690|0.000EA|1.000CS|171.00 ||RV|||Yes|EA|CS|10 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/169/1690_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.110 |LB|HUD1690|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1692|CANNULA, INFANT, NASAL CPAP, SIZE 2,OUS|MEDLINE|1692|0.000EA|1.000CS|171.00 ||RV|||Yes|EA|CS|10 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/169/1692_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.120LB, 0.022CF PER CS|0.120 |LB|HUD1692|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1693|CANNULA, INFANT, NASAL CPAP, SIZE 3,OUS|MEDLINE|1693|0.000EA|1.000CS|171.00 ||RV|||Yes|EA|CS|10 Each / Case , 1 box / Case|||||||||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.112LB, 0.022CF PER CS|0.112 |LB|HUD1693|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1694|CANNULA, INFANT, NASAL CPAP, SIZE 4,OUS|MEDLINE|1694|0.000EA|1.000CS|380.07 ||RV|||Yes|EA|CS|10 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/169/1694_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.110 |LB|HUD1694|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Infant Nasal Prong CPAP by Teleflex|1695|CANNULA, INFANT, NASAL CPAP, SIZE 5,OUS|MEDLINE|1695|0.000EA|1.000CS|399.87 ||RV|||Yes|EA|CS|10 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/169/1695_PRI01.JPG|||<ul><li> Cannula set designed to reduce trauma associated with delivery of infant</li><li> Soft,anatomically curved nasal prongs for patient comfort</li><li> Set includes cannula, inspiratory elbow connector,expiratory elbow connector, knit cap, two 6" hook-and-loop fastener sections and 2 adapters</li></ul>||35|||||||||1.950LB, 0.010CF PER CS|1.950 |LB|HUD1695|
Respiratory|Ventilation|Adult Portable Ventilator Circuits|1696|CIRCUIT,UNHTD,SL,EXHAL VLVE,PORTABLE,OUS|MEDLINE|1696|0.000PAK|1.000CS|278.84 ||RV|||Yes|PK|CS|15 Pack / Case||http://www.medline.com/media/catalog/sku/169/1696_HRE01.JPG||||http://www.medline.com/media/catalog/sku/169/1696_PRI01.JPG|||<ul><li> Ventilator circuit features color-coded pressure line (blue) and exhalation line (clear)</li><li>Green exhalation valve and clear cap allow for easy visualization of valve function</li><li> Suitable for use withAequitron LP-Series ventilators as well as LifeCare PLV-100 and PLV-102 ventilators</li><li> Also for use withPuritan-Bennett Achieva and Campanion 2800 and 2801 ventilators and Bear 33 ventilator</li><li> Unit is supplied withmain circuit hose, exhalation valve manifold, aerosol hose, patient elbow connector, proximal airway pressure line, exhalationvalve line, and humidifier limb</li></ul>||35|||||||||0.001 LB, CF PER CS|0.726 |LB|HUD1696|
Respiratory|Ventilation|Adult Ventilator Circuits by Teleflex Me|1698|CIRCUIT, UNHTD, NIV, UNIVERSAL,OUS|MEDLINE|1698|0.000EA|1.000CS|219.04 ||RV|||Yes|EA|CS|10 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/169/1698_PRI01.JPG|||<ul><li> Adult ventilator circuits incorporate standard connectors for use with a variety ofventilators</li><li> Ported wyes allow pressure sensing and temperature monitoring and include tetheredcaps</li><li> All adult conventional circuits are 72" long, unless noted</li></ul>||35|||||||||0.001LB, 0.200CF PER CS|0.600 |LB|HUD1698|
Respiratory|Asthma Therapy|UP-DRAFT Nebulizers by Teleflex|1700|NEBULIZER,UPDRAFT,CUP ONLY,OUS|MEDLINE|1700|0.000EA|1.000CS|115.09 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/170/1700_PRI01.JPG|||<ul><li> Self-sealing, high-output nebulizers have a 15 cc capacity</li><li> Produce particles in atherapeutic range</li><li> Continuous flow configuration provides ease of operation</li></ul>||35|||||||||0.001 LB, CF PER CS|0.099 |LB|HUD1700|
Excluded Items|European/International Items|European/International Items|1705|NEBULIZER,UPDRAFT II,ADLT,7'TUB,SC,OUS|TELEFLEX MEDICAL|1705|0.000EA|1.000CS|79.33 ||RV|||Yes|EA|CS|50 Each / Case|||||||||||35|||||||||0.001LB, 0.026CF PER CS|0.001 |LB|1705              |
Respiratory|Asthma Therapy|UP-DRAFT II OPTI-NEB Nebulizer|1706|NEB,UPDRAFT II,ADLT MASK,7'TUB,SC,OUS|MEDLINE|1706|0.000EA|1.000CS|275.22 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/170/1706_PRI01.JPG|||<ul><li> Universal nebulizer designed to deliver aerosols at flows ranging between 5 lpm to 9 lpm</li><li>Device nebulizes at angles up to 45° to help accommodate special treatment requirements</li><li> Antispill design helpsprevent loss of medication in most positions</li><li> Produce fine or dense particles for effectivetreatment</li><li> Jet remains in place unless intentionally removed</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1706|
Respiratory|Asthma Therapy|UP-DRAFT II OPTI-NEB Nebulizer|1707|NEB,UPDRAFT II,PED MASK,7'TUB,SC,OUS|MEDLINE|1707|0.000EA|1.000CS|302.53 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/170/1707_PRI01.JPG|||<ul><li> Universal nebulizer designed to deliver aerosols at flows ranging between 5 lpm to 9 lpm</li><li>Device nebulizes at angles up to 45° to help accommodate special treatment requirements</li><li> Antispill design helpsprevent loss of medication in most positions</li><li> Produce fine or dense particles for effectivetreatment</li><li> Jet remains in place unless intentionally removed</li></ul>||35|||||||||0.185LB, 0.035CF PER CS|0.185 |LB|HUD1707|
Respiratory|Asthma Therapy|UP-DRAFT Nebulizers by Teleflex|1710|NEBULIZER,UPDRAFT,AD ELONG,7'TUB,SC,OUS|MEDLINE|1710|0.000EA|1.000CS|304.42 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/171/1710_PRI01.JPG|||<ul><li> Self-sealing, high-output nebulizers have a 15 cc capacity</li><li> Produce particles in atherapeutic range</li><li> Continuous flow configuration provides ease of operation</li></ul>||35|||||||||0.001 LB, CF PER CS|0.244 |LB|HUD1710|
Respiratory|Asthma Therapy|UP-DRAFT Nebulizers by Teleflex|1712|NEBULIZER,UPDRAFT,ADLT MASK,7'TUB,SC,OUS|MEDLINE|1712|0.000EA|1.000CS|387.87 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/171/1712_PRI01.JPG|||<ul><li> Self-sealing, high-output nebulizers have a 15 cc capacity</li><li> Produce particles in atherapeutic range</li><li> Continuous flow configuration provides ease of operation</li></ul>||35|||||||||0.001 LB, CF PER CS|0.242 |LB|HUD1712|
Respiratory|Asthma Therapy|UP-DRAFT Nebulizers by Teleflex|1713|NEBULIZER,UPDRAFT,PED MASK,7'TUB,SC,OUS|MEDLINE|1713|0.000EA|1.000CS|354.67 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/171/1713_PRI01.JPG|||<ul><li> Self-sealing, high-output nebulizers have a 15 cc capacity</li><li> Produce particles in atherapeutic range</li><li> Continuous flow configuration provides ease of operation</li></ul>||35|||||||||0.001 LB, CF PER CS|0.223 |LB|HUD1713|
Respiratory|Asthma Therapy|UP-DRAFT Nebulizers by Teleflex|1720|NEBULIZER,UPDRAFT,T,MOUTHPC,7'TUB,SC,OUS|MEDLINE|1720|0.000EA|1.000CS|229.40 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/172/1720_PRI01.JPG|||<ul><li> Self-sealing, high-output nebulizers have a 15 cc capacity</li><li> Produce particles in atherapeutic range</li><li> Continuous flow configuration provides ease of operation</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1720|
Respiratory|Asthma Therapy|UP-DRAFT Nebulizers by Teleflex|1724|DBD-NEB,UPDRAFT,T,MOUTHPC,6RES,7'TUB,OUS|TELEFLEX MEDICAL|1724|0.000EA|1.000CS|280.98 ||RV||||EA|CS|50 Each / Case|||||||||<ul><li> Self-sealing, high-output nebulizers have a 15 cc capacity</li><li> Produce particles in atherapeutic range</li><li> Continuous flow configuration provides ease of operation</li></ul>||35|||||||||0.001 LB, CF PER CS|0.212 |LB|HUD1724|
Respiratory|Asthma Therapy|UP-DRAFT II OPTI-NEB Nebulizer|1730|NEBULIZER,UPDRAFT II,CUP ONLY,OUS|MEDLINE|1730|0.000EA|1.000CS|84.11 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/173/1730_PRI01.JPG|||<ul><li> Universal nebulizer designed to deliver aerosols at flows ranging between 5 lpm to 9 lpm</li><li>Device nebulizes at angles up to 45° to help accommodate special treatment requirements</li><li> Antispill design helpsprevent loss of medication in most positions</li><li> Produce fine or dense particles for effectivetreatment</li><li> Jet remains in place unless intentionally removed</li></ul>||35|||||||||0.001 LB, CF PER CS|0.056 |LB|HUD1730|
Respiratory|Asthma Therapy|UP-DRAFT II OPTI-NEB Nebulizer|1731|NEBULIZER,UPDRAFT II,T,MOUTHPC,OUS|MEDLINE|1731|0.000EA|1.000CS|126.53 ||||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/173/1731_PRI01.JPG|||<ul><li> Universal nebulizer designed to deliver aerosols at flows ranging between 5 lpm to 9 lpm</li><li>Device nebulizes at angles up to 45° to help accommodate special treatment requirements</li><li> Antispill design helpsprevent loss of medication in most positions</li><li> Produce fine or dense particles for effectivetreatment</li><li> Jet remains in place unless intentionally removed</li></ul>||35|||||||||0.001 LB, CF PER CS|0.092 |LB|HUD1731|
Respiratory|Asthma Therapy|UP-DRAFT II OPTI-NEB Nebulizer|1732|NEB,UPDRAFT II,T,MOUTHPC,7'TUB,SC,OUS|MEDLINE|1732|0.000EA|1.000CS|80.42 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/173/1732_PRI01.JPG|||<ul><li> Universal nebulizer designed to deliver aerosols at flows ranging between 5 lpm to 9 lpm</li><li>Device nebulizes at angles up to 45° to help accommodate special treatment requirements</li><li> Antispill design helpsprevent loss of medication in most positions</li><li> Produce fine or dense particles for effectivetreatment</li><li> Jet remains in place unless intentionally removed</li></ul>||35|||||||||0.001 LB, CF PER CS|0.010 |LB|HUD1732|
Respiratory|Asthma Therapy|UP-DRAFT II OPTI-NEB Nebulizer|1734|NEBULIZR,UPDRAFT II,T,MOUTH,6",7'TUB,OUS|MEDLINE|1734|0.000EA|1.000CS|88.27 ||RV||||EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/173/1734_PRI01.JPG|||<ul><li> Universal nebulizer designed to deliver aerosols at flows ranging between 5 lpm to 9 lpm</li><li>Device nebulizes at angles up to 45° to help accommodate special treatment requirements</li><li> Antispill design helpsprevent loss of medication in most positions</li><li> Produce fine or dense particles for effectivetreatment</li><li> Jet remains in place unless intentionally removed</li></ul>||35|||||||||0.001LB, 0.025CF PER CS|0.001 |LB|HUD1734|
Respiratory|Asthma Therapy|UP-DRAFT II OPTI-NEB Nebulizer|1737|NEB,UPDRAFT II,T,MOUTH,6",7'TUB,UC,OUS|MEDLINE|1737|0.000EA|1.000CS|200.02 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/173/1737_PRI01.JPG|||<ul><li> Universal nebulizer designed to deliver aerosols at flows ranging between 5 lpm to 9 lpm</li><li>Device nebulizes at angles up to 45° to help accommodate special treatment requirements</li><li> Antispill design helpsprevent loss of medication in most positions</li><li> Produce fine or dense particles for effectivetreatment</li><li> Jet remains in place unless intentionally removed</li></ul>||35|||||||||0.001 LB, CF PER CS|0.163 |LB|HUD1737|
Respiratory|Aerosol Therapy|"T" Connector Aerosol Drainage Bags by T|1740|DRAINAGE BAG,AEROSOL,T ADAPTR,750 CC,OUS|MEDLINE|1740|0.000EA|1.000CS|182.07 |A7012|RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/174/1740_PRI01.JPG|||<ul><li> Disposable drainage bag with tee adapter accepts standard 22-mm ID corrugated tubing</li><li>750-cc bag capacity</li><li> Self-locking plastic chain secures bag to a stable object</li><li> Convenientdrainage port</li></ul>||35|||||||||0.069LB, 0.011CF PER CS|0.069 |LB|HUD1740|
Respiratory|Aerosol Therapy|"Y" Connector Aerosol Drainage Bags by T|1742|DRAINAGE BAG,AEROSOL,Y ADAPTR,750 CC,OUS|MEDLINE|1742|0.000EA|1.000CS|109.51 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/174/1742_PRI01.JPG|||<ul><li> Drainage bag with Y-adapter accepts standard, 22 mm corrugated tubing</li><li> Self-locking,plastic chain secures bag to stable object</li><li> Convenient drainage port</li><li> Individuallypackaged</li><li> Disposable to reduce cross contamination</li></ul>||35|||||||||0.073LB, 0.012CF PER CS|0.073 |LB|HUD1742|
Excluded Items|European/International Items|European/International Items|1743|ADAPTER,VALVED,AEROSOL,TEE,OUS|TELEFLEX MEDICAL|1743|0.000EA|1.000CS|100.82 ||RV|||Yes|EA|CS|30 Each / Case , 1 box / Case|||||||||||35|||||||||0.001LB, 0.008CF PER CS|0.001 |LB|1743              |
Respiratory|Asthma Therapy|Nebulizer Adaptors|1744|ADAPTER,VALVED TEE,22MM OD/OD X 18MM,OUS|MEDLINE|1744|0.000EA|1.000CS|262.00 ||OV|||Yes|EA|CS|30 Each / Case||http://www.medline.com/media/catalog/sku/174/1744_HRE01.JPG||||http://www.medline.com/media/catalog/sku/174/1744_PRI01.JPG|||<ul><li> Valved tee adapter is designed for easy attachment</li><li> Components allow for easy set-up andusage</li></ul>||35|||||||10193489149678|Z1|0.001 LB, CF PER CS|0.033 |LB|HUD1744|
Respiratory|Asthma Therapy|Incenntive Spirometers by Teleflex Medic|1750|SPIROMETER,INCENTIVE,LUNG VOLUME|TELEFLEX MEDICAL|1750|0.000EA|1.000CS|131.80 ||RV|||Yes|EA|CS|10 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/MPL_IFU_Hudson RCI Incentive Spirome.pdf|http://www.medline.com/media/catalog/sku/175/1750_PRI01.JPG|||<ul><li> Spirometer with wide flow range between 200 cc/sec and 1200 cc/sec</li><li> Dual-chamber designhelps create constant resistance that lifts ball when patient maintains inspiration equal to selected flowsetting</li><li> Adjustable, clearly marked flow settings for easy monitoring</li></ul>||35|||||||||0.310LB, 0.057CF PER CS|0.310 |LB|HUD1750|
Respiratory|Asthma Therapy|Iso-NEB Filtered Nebulizer Sys by Telefl|1755|NEBULIZER,FILTERED,ISO-NEB,OUS|MEDLINE|1755|0.000EA|1.000CS|154.24 ||RV|||Yes|EA|CS|20 Each / Case||||||http://www.medline.com/media/catalog/sku/175/1755_PRI01.JPG|||<ul><li> Filtered nebulizer system helps reduce environmental contamination during aerosol therapy</li><li>Inspiratory and expiratory flow isolated via one-way valves that exhale directly through filter system</li><li>Electrostatically charged pathogen filter provides filtration for bacterial and viruses</li><li> Antispill design withfine, dense particles for specific-site therapy</li><li> Operates vertically or at 45° </li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1755|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Neonatal Probe Adaptors by Teleflex|1763|ADAPTER,NEONATAL,PROBE,10MM OD,OUS|MEDLINE|1763|0.000EA|1.000CS|90.04 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/176/1763_PRI01.JPG|||<ul><li> Probe adapter designed for easy attachment </li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.068 |LB|HUD1763|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Neonatal Adaptor by Teleflex|1764|ADAPTER,NEONATAL,10MM OD X 7.5MM OD,OUS|MEDLINE|1764|0.000EA|1.000CS|82.16 ||OV||||EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/176/1764_PRI01.JPG|||<ul><li> Neonatal respiratory adapter</li><li> For connecting 10 mm Inner Dia. and 7.5 mm Inner Dia.orifices</li></ul>||35|||||||||0.001 LB, CF PER CS|0.005 |LB|HUD1764|
Respiratory|Oxygen Therapy|Neonatal Pressure Line Tee by Teleflex|1765|ADAPTER,PRESS LINE,NEO,1/8" X 1/8",OUS|MEDLINE|1765|0.000EA|1.000CS|125.98 ||OV||||EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/176/1765_PRI01.JPG|||<ul><li> Connects tubing to pressure line</li><li> Packaged 100 to a case</li></ul>||35|||||||||0.001 LB, CF PER CS|0.003 |LB|HUD1765|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Step-Down Adaptors by Teleflex|1768|ADAPTER,STEP-DOWN,15MM OD X 22MM OD,OUS|MEDLINE|1768|0.000EA|1.000CS|51.00 ||OV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/176/1768_PRI01.JPG|||<ul><li> Step-down adapter intended for use with respirator</li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.014 |LB|HUD1768|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Step-Down Adaptors by Teleflex|1769|ADAPTER,STEP- DOWN,15MM OD X 22MM ID,OUS|MEDLINE|1769|0.000EA|1.000CS|82.51 ||||||EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/176/1769_PRI01.JPG|||<ul><li> Step-down adapter intended for use with respirator</li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.004 |LB|HUD1769|
Respiratory|Asthma Therapy|Neonatal Nebulizer Kit by Teleflex|1790|NEB,NEONATAL KIT,12" TUBE,NEO TEE,OU|MEDLINE|1790|0.000EA|1.000CS|425.31 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/179/1790_PRI01.JPG|||<ul><li> Small-volume nebulizer kit is designed for administration of nebulizer therapy during neonatal mechanicalventilation with 10 mm ID circuits</li><li> Includes Updraft II nebulizer, corrugated tube, nebulizer adapter, teeadapter, and oxygen supply tubing</li><li> Single-use to reduce risk of cross contamination</li></ul>||35|||||||||0.001LB, 0.026CF PER CS|0.001 |LB|HUD1790|
Respiratory|Asthma Therapy|Neonatal Adaptor Kit by Teleflex|1792|NEBULIZER KIT, ADAPTER, NEONATAL,OUS|MEDLINE|1792|0.000EA|1.000CS|255.53 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/179/1792_PRI01.JPG|||<ul><li> Adapter kit designed for administration of small-volume nebulizer therapy during neonatal mechanicalventilation with 10 mm ID circuit without nebulizer and oxygen tubing</li><li> Organized for easy access, reducedprocedure time, greater efficiency, and increased compliance with recommended guideline</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1792|
Respiratory|Asthma Therapy|AsthmaMD Peak Flow Meters|1802|METER,PEAK FLOW,ASTHMAMD,60-810 LPM, OUS|MEDLINE|1802|0.000EA|1.000CS|177.60 |NO GOVERNMENT OR SUPPLIER HCPCS CODE VERIFICATION|||||EA|CS|10 Each / Case|||||||||<ul><li> Portable, pocket-sized asthma management tool helps patients monitor lung performance and anticipateattacks<br /></li><li> Single-use flowmeter designed to measure peak expiratory flow with universal 60 lpm to 810lpm range for children and adults<br /></li><li> Colorful integrated markers help patients easily monitor changesin air flow with large, visible scale<br /></li><li> Ergonomically-shaped mouthpiece for secure seal<br/></li><li> Meets all ATS standards for portable peak flowmeters</li></ul>||35|||||||||0.500 LB, CF PER CS|0.500 |LB|1802              |
Respiratory|Asthma Therapy|Disposable Cardboard Mouthpieces by Tele|1805|MOUTHPIECE,CARDBOARD,DISPOSABLE,OUS|TELEFLEX MEDICAL|1805|0.000EA|1.000CS|86.20 ||RV||||EA|CS|100 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/180/1805_PRI01.JPG|||<ul><li> Universal cardboard mouthpiece designed for easy attachment</li><li> Disposable for savings andinfection prevention</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1805|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1810|O2 CANNULA,ADULT,OVER-EAR,14' TUB,SC|MEDLINE|1810|0.000EA|1.000CS|216.36 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/181/1810_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.256LB, 0.043CF PER CS|0.256 |LB|HUD1810|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1812|O2 CANNULA,ADULT,OVER-EAR,25' TUB,SC|MEDLINE|1812|0.000EA|1.000CS|155.91 ||RV||||EA|CS|25 Each / Case||http://www.medline.com/media/catalog/sku/181/1812_HRE01.JPG||||http://www.medline.com/media/catalog/sku/181/1812_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.001 LB, CF PER CS|0.444 |LB|HUD1812|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1814|O2 CANNULA,ADULT,OVER-EAR,50' TUB,SC,OUS|MEDLINE|1814|0.000EA|1.000CS|272.64 ||OV||||EA|CS|25 Each / Case||http://www.medline.com/media/catalog/sku/181/1814_HRE01.JPG||||http://www.medline.com/media/catalog/sku/181/1814_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.001 LB, CF PER CS|0.880 |LB|HUD1814|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1816|O2 CANNULA,ADULT,SOFTECH,10' TUB,SC,OUS|MEDLINE|1816|0.000EA|1.000CS|113.51 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/181/1816_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1816|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1817|O2 CANNULA,ADULT,SOFTECH,14' TUB,SC,OUS|MEDLINE|1817|0.000EA|1.000CS|160.82 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/181/1817_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.001 LB, CF PER CS|0.020 |LB|HUD1817|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1818|O2 CANNULA,ADULT,SOFTECH,14' TUB,UC,OUS|MEDLINE|1818|0.000EA|1.000CS|190.24 ||RV|||Yes|EA|CS|50 Each / Case|||||||||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||10193489149685|Z1|0.001 LB, CF PER CS|0.210 |LB|HUD1818|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1819|O2 CANN,AD,SOFTECH,7' SMOOTH TUB,SC,OUS|MEDLINE|1819|0.000EA|1.000CS|93.64 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/181/1819_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||10193489149692|Z1|0.001 LB, CF PER CS|0.100 |LB|HUD1819|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1820|O2 CANNULA,ADULT,SOFTECH,7' TUB,SC,OUS|MEDLINE|1820|0.000EA|1.000CS|53.60 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1820_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.097LB, 0.011CF PER CS|0.097 |LB|HUD1820|
