Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|																					
Surgical Instruments & Sterilization|Surgical Instruments|Sharp/Sharp Sciccors by Centurion|65840|SCISSOR	 SHARP/SHARP 41/2"|CENTURION|65840|0.000EA|1.000CS|73.29 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/658/65840_HRE01.JPG	http://www.medline.com/media/catalog/sku/658/65840_HRE03.JPG||||http://www.medline.com/media/catalog/sku/658/65840_PRI02.JPG|||<ul><li> Sharp/sharp tips<br /></li><li> Made of stainless steel<br /></li><li>Supplied sterile</li></ul>||20|||||||||0.065LB	 0.005CF PER CS|0.065 |LB|65840             |																		
Excluded Items|Custom Items|Custom Items|65901|WHEELED BASE FOR OR COLLECTION BIN|SNYDER INDUSTRIES|65901|0.000EA|1.000EA|144.69 |NO CODE - MISCELLANEOUS ITEM/FEE|||||EA|EA|1 Each / Each||||||||||CTM|65|||||||||7.450LB	 1.556CF PER|7.450 |LB|65901             |																				
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Sterile Scissors|65940|SCISSOR	S/B  4-1/2" (I142) STERILE|CENTURION|65940|0.000EA|1.000BX|119.40 ||||||EA|BX|20 Each / box|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/659/65940_PRI01.JPG|||<ul><li> Scissors can be used in a wide range of clinical situations<br /></li><li> High-quality	single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.073LB	 0.004CF PER BX|0.073 |LB|65940             |																		
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Sterile Scissors|65945|SCISSOR	S/B 5-1/2" (I140) STERILE|CENTURION|65945|0.000EA|1.000CS|151.62 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case 	 1 box / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/659/65945_PRI01.JPG|||<ul><li> Scissors can be used in a wide range of clinical situations<br /></li><li> High-quality	single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.116LB	 0.006CF PER CS|0.116 |LB|65945             |																	
OR & Surgery Supplies|Drapes|Non Sterile Leggings|66027|LEGGINGS	XL	100/CS|MEDLINE|66027|0.000EA|1.000CS|258.73 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/660/66027_PRI01.JPG|||<ul><li>Medline offers an extensive surgical drape line </li><li>Our standard drape collection features atop-of-the-line SMS fabric	 composed of five strong fiber layers for exceptionally high barrier strength </li><li>Madeof 100% polypropylene	 SMS drapes are soft and drapeable </li><li>Composed with the latest generation SMS technology	Medline SMS drapes have smaller fibers and a more uniform fiber lay-down </li></ul>||21|12147CS|Z106|||||10884389000700|Z1|0.246LB	 0.030CF PER CS|0.246 |LB|66027             |															
OR & Surgery Supplies|Drapes|Non Sterile Table Covers|66061|COVER	TABLE	FANFOLD	44X76"	NS	100/CS|MEDLINE|66061|0.000EA|1.000CS|223.67 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/660/66061_PRI01.JPG|||<ul><li> Top-of-the-line SMS fabric is composed of 5 strong fiber layers for exceptionally high barrier strength<br/></li><li> Smaller fibers and a more uniform fiber layer enhance softness and drape<br/></li><li> 100% polypropylene<br /></li></ul>||21|05528CS|Z106|||||10884389000731|Z1|0.379LB	 0.039CF PER CS|0.379 |LB|66061             |															
OR & Surgery Supplies|Drapes|Non Sterile Table Covers|66064|COVER	TABLE	FANFOLD	44X90"	100/CS|MEDLINE|66064|0.000EA|1.000CS|256.42 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/660/66064_PRI01.JPG|||<ul><li> Top-of-the-line SMS fabric is composed of 5 strong fiber layers for exceptionally high barrier strength<br/></li><li> Smaller fibers and a more uniform fiber layer enhance softness and drape<br/></li><li> 100% polypropylene<br /></li></ul>||21|05166CS|Z106|||||10884389000748|Z1|0.510LB	 0.048CF PER CS|0.510 |LB|66064             |																
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Mosquito Forceps|66145|FORCEPS	MOSQUITO HEMO	CURV (MHS103) ST|CENTURION|66145|0.000EA|1.000CS|123.89 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/661/66145_HRE01.JPG	http://www.medline.com/media/catalog/sku/661/66145_HRE02.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66145_PRI01.JPG|||<ul><li> Mosquito forceps are used as a hemostat for small blood vessels<br /></li><li> Ratcheted	finger ring handle provides a secure	 locking grip to halt blood flow<br /></li><li> High-quality	 single-useCenturion instrument is made of stainless steel and precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.076LB	 0.004CF PER CS|0.076 |LB|66145             |													
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Iris Scissors|66150|SCISSOR	 IRIS	 CURV (IC164)	STERILE|CENTURION|66150|0.000EA|1.000CS|90.80 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/661/66150_HRE01.JPG	http://www.medline.com/media/catalog/sku/661/66150_HRE02.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66150_PRI01.JPG|||<ul><li> Multipurpose scissors have sharp tips that make them useful in a range of procedures and care settings<br/></li><li> Smaller profile affords the clinician more precision and accuracy<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.069LB	 0.006CF PER CS|0.069 |LB|66150             |														
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Iris Scissors|66155|SCISSOR	IRIS (IS163) STRT	 STERILE|CENTURION|66155|0.000EA|1.000CS|98.87 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/661/66155_HRE01.JPG	http://www.medline.com/media/catalog/sku/661/66155_HRE03.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66155_PRI02.JPG|||<ul><li> Multipurpose scissors have sharp tips that make them useful in a range of procedures and care settings<br/></li><li> Smaller profile affords the clinician more precision and accuracy<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.069LB	 0.006CF PER CS|0.069 |LB|66155             |															
Nursing Supplies & Patient Care|Disposable Instruments|Fine Point Splinter Forcep|66165|FORCEP	 F/P SPLINTER (SF6141) ST|CENTURION|66165|0.000EA|1.000CS|96.98 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/661/66165_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66165_PRI01.JPG|||<ul><li> Thumb forceps are used to remove splinters<br /></li><li> High-quality	 single-use Centurioninstrument is made of stainless steel and precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.048LB	 0.005CF PER CS|0.048 |LB|66165             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Straight Kelly Hemostat Forcep|66170|FORCEP	 STRT KELLY HEMO (SK8039) STER|CENTURION|66170|0.000EA|1.000CS|135.82 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/661/66170_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66170_PRI01.JPG|||<ul><li> Versatile clamp has a ratcheted	 ring-style handle<br /></li><li> High-quality	 single-useCenturion instrument is precision crafted to match the performance and feel of reusables<br /></li><li> ManyCenturion instruments qualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.085LB	 0.004CF PER CS|0.085 |LB|66170             |																
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Kelly Forceps|66175|FORCEPS	KELLY	HEMOSTAT	CURV (CK8040) ST|CENTURION|66175|0.000EA|1.000CS|151.31 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/661/66175_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66175_PRI01.JPG|||<ul><li> Hemostatic forceps are primarily used for clamping large blood vessels or manipulating heavy tissue<br/></li><li> High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to matchthe performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for our money-savingRecycling Program; contact your sales rep for details</li></ul>||20|||||||||0.098LB	 0.007CF PER CS|0.098 |LB|66175             |																
Surgical Instruments & Sterilization|Surgical Instruments|Diamond Serr Mayo-Hegar Needle Holders|66180|NEEDLEHOLDER	 MAYO-HEGAR MNH70935	 STER|CENTURION|66180|0.000EA|1.000CS|191.80 ||OV|||Yes|EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/661/66180_HRE01.JPG	http://www.medline.com/media/catalog/sku/661/66180_HRE02.JPG	http://www.medline.com/media/catalog/sku/661/66180_HRE03.JPG	http://www.medline.com/media/catalog/sku/661/66180_HRE04.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66180_PRI02.JPG|||<ul><li> SnagFree needle holders' hinge design prevents sutures from catching<br /></li><li> Createsmooth	 hassle-free suturing experience<br /></li><li> Disposable<br /></li><li> Individuallyhand-tested on 6-0 sutures for guaranteed quality and consistency</li></ul>||20|||||||||0.075LB	 0.004CF PER CS|0.075 |LB|66180             |														
Surgical Instruments & Sterilization|Surgical Instruments|Centurion SnagFree Webster NeedleHolder|66185|NEEDLEHOLDER	 WEBSTER	 STERILE|CENTURION|66185|0.000EA|1.000CS|154.49 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/661/66185_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66185_PRI01.JPG|||<ul><li> Snag-Free needle holders feature a proprietary hinge design that helps prevent sutures from catching<br/></li><li> Hand-tested on a size 6-0 suture for quality and consistency<br /></li><li>High-quality	 single-use Centurion instruments are made of stainless steel and precision crafted to match the performance and feelof reusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designedwith super fine tips for the most delicate surgical procedures<br /></li><li> Many Centurion instruments qualifyfor Medline's money-saving recycling program; contact your sales rep for details</li></ul>||20|||||||||0.082LB	 0.004CF PER CS|0.082 |LB|66185             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Adson Tissue Forceps|66190|FORCEP	 ADSON  W/TEETH (AF058) ST|CENTURION|66190|0.000EA|1.000CS|87.62 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/661/66190_HRE02.JPG	http://www.medline.com/media/catalog/sku/661/66190_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66190_PRI01.JPG|||<ul><li> Thumb forceps are designed for holding and manipulating delicate tissue<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.060LB	 0.006CF PER CS|0.060 |LB|66190             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Adson Tissue Forceps|66195|FORCEP	 ADSON SERR (598) ST|CENTURION|66195|0.000EA|1.000CS|87.47 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/661/66195_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/661/66195_PRI02.JPG|||<ul><li> Thumb forceps are designed for holding and manipulating delicate tissue<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.064LB	 0.006CF PER CS|0.064 |LB|66195             |																		
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Dressing Forceps|66200|FORCEP	 DRESSING  SERR (DF6003) ST|CENTURION|66200|0.000EA|1.000CS|108.56 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/662/66200_HRE04.JPG	http://www.medline.com/media/catalog/sku/662/66200_HRE03.JPG	http://www.medline.com/media/catalog/sku/662/66200_HRE06.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66200_PRI04.JPG|||<ul><li> Thumb forceps are used for holding dressing materials such as cotton and gauze<br/></li><li> High-quality	 single-use Centurion instrument is made of stainless steel and is precision crafted tomatch the performance and feel of reusables<br /></li><li> Lil' Tips instruments (see individual itemdescription) are specifically designed with super fine tips for the most delicate surgery procedures<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.068LB	 0.004CF PER CS|0.068 |LB|66200             |																
Nursing Supplies & Patient Care|Disposable Instruments|Sterile Tissue Forceps|66205|FORCEP	 TISSUE W/TEETH (TF6015) ST|CENTURION|66205|0.000EA|1.000CS|122.71 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/662/66205_HRE02.JPG	http://www.medline.com/media/catalog/sku/662/66205_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66205_PRI01.JPG|||<ul><li> Forceps have "teeth" that are designed to firmly grasp tissue<br /></li><li> High-quality	single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.059LB	 0.074CF PER CS|0.059 |LB|66205             |																	
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Littauer Stitch Scissors|66215|SCISSOR	 LITTAUER (LI027)	 STERILE|CENTURION|66215|0.000EA|1.000CS|112.44 ||||||EA|CS|20 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66215_PRI01.JPG|||<ul><li> Littauer stitch scissors have a small hook shaped tip on one blade that slides under sutures to slightly liftthem before cutting for removal<br /></li><li> High-quality	 single-use Centurion instrument is made of stainlesssteel and precision crafted to match the performance and feel of reusables<br /></li><li> Lil' Tips instruments(see individual item description) are specifically designed with super fine tips for the most delicate surgery procedures<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.071LB	 0.004CF PER CS|0.071 |LB|66215             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Centurion SnagFree Webster NeedleHolder|66220|NEEDLEHOLDER F/P WEBSTER FN8064 ST|CENTURION|66220|0.000EA|1.000CS|196.71 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/662/66220_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66220_PRI01.JPG|||<ul><li> Snag-Free needle holders feature a proprietary hinge design that helps prevent sutures from catching<br/></li><li> Hand-tested on a size 6-0 suture for quality and consistency<br /></li><li>High-quality	 single-use Centurion instruments are made of stainless steel and precision crafted to match the performance and feelof reusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designedwith super fine tips for the most delicate surgical procedures<br /></li><li> Many Centurion instruments qualifyfor Medline's money-saving recycling program; contact your sales rep for details</li></ul>||20|||||||||0.050LB	 0.004CF PER CS|0.050 |LB|66220             |																			
OR & Surgery Supplies|Drapes|Custom Drapes|66222|DRAPE	GYN	10/CS|MEDLINE|66222|0.000EA|1.000CS|118.82 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|10 Each / Case|||||||||<ul><li> Custom kits reduce inventory management	 saving time and money<br /></li><li> Single use toprevent cross contamination</li></ul>|CTM|21|SPT-3712SCS|Z106|||||10080196000838|Z1|2.328LB	 0.135CF PER CS|2.328 |LB|66222             |																	
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Tube Occluding Forceps|66225|FORCEP	 TUBE OCCLUDING (TO8256) ST|CENTURION|66225|0.000EA|1.000CS|231.82 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/662/66225_HRE02.JPG	http://www.medline.com/media/catalog/sku/662/66225_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66225_PRI01.JPG|||<ul><li> Ratcheted	 finger ring forceps can be used with heavy tubing or vessels to control moderate to heavy flow offluids or blood<br /></li><li> High-quality	 single-use Centurion instrument is made of stainless steel andprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.179LB	 0.007CF PER CS|0.179 |LB|66225             |															
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Wire Cutting Scissors|66240|WIRE CUTTER	 STERILE  (WCS144)|CENTURION|66240|0.000EA|1.000CS|153.82 ||OV|||Yes|EA|CS|20 Each / Case 	 1 box / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66240_PRI01.JPG|||<ul><li> Angled scissors are used for cutting wire	 trimming tissue and cutting sutures<br/></li><li> High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to matchthe performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for our money-savingRecycling Program; contact your sales rep for details</li></ul>||20|||||||||0.119LB	 0.004CF PER CS|0.119 |LB|66240             |																
OR & Surgery Supplies|Drapes|Non Sterile Thyroid Drapes|66251|DBD-SHEET	THYROID	W/TAPE	NS	20/CS	20/CS|MEDLINE|66251|0.000EA|1.000CS|163.00 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|20 Each / Case|||||||||<ul><li>Medline offers an extensive surgical drape line </li><li>Our standard drape collection features atop-of-the-line SMS fabric	 composed of five strong fiber layers for exceptionally high barrier strength </li><li>Madeof 100% polypropylene	 SMS drapes are soft and drapeable </li><li>Composed with the latest generation SMS technology	Medline SMS drapes have smaller fibers and a more uniform fiber lay-down </li><li>SPT-2520SCS 102"" x 77"" x 121"" (259x 196 x 307 cm) includes: Absorbent reinforcement	 26"" x 27-1/2"" (66 cm x 70 cm); Diamond fenestration with adhesive	 5"" x 5""(13 cm x 13 cm); Contoured armboard covers; hook-and-loop line holders and Instrument pad </li></ul>||21|SPT-2510SCS|ZCLS|||||10884389000854|Z1|1LB	 0.132CF PER CS|1.000 |LB|66251             |										
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Sterile Scissors|66260|SCISSOR	 5-1/2" S/S  (SS507) STERILE|CENTURION|66260|0.000EA|1.000CS|143.07 ||||||EA|CS|20 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66260_PRI01.JPG|||<ul><li> Scissors can be used in a wide range of clinical situations<br /></li><li> High-quality	single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.120LB	 0.007CF PER CS|0.120 |LB|66260             |																		
OR & Surgery Supplies|Drapes|Non Sterile Table Covers|66261|COVER	TABLE	44X76"	100/CS|MEDLINE|66261|1000.000EA|1.000CS|204.33 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/662/66261_PRI01.JPG|||<ul><li> Top-of-the-line SMS fabric is composed of 5 strong fiber layers for exceptionally high barrier strength<br/></li><li> Smaller fibers and a more uniform fiber layer enhance softness and drape<br/></li><li> 100% polypropylene<br /></li></ul>||21|05528CS|Z106|||||10884389000861|Z1|0.380LB	 0.028CF PER CS|0.380 |LB|66261             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Medline Iris Forceps|66275|FORCEP	 IRIS W/TEETH (IF250) ST|CENTURION|66275|0.000EA|1.000CS|127.96 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/662/66275_HRE02.JPG	http://www.medline.com/media/catalog/sku/662/66275_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66275_PRI01.JPG|||<ul><li> Specialized forceps are used to grasp and handle tissue in ophthalmic procedures<br/></li><li> High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to matchthe performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for our money-savingRecycling Program; contact your sales rep for details</li></ul>||20|||||||||0.041LB	 0.005CF PER CS|0.041 |LB|66275             |																	
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Tube Occluding Forceps|66280|TUBE CLAMP	 STERILE (TOC500)|CENTURION|66280|0.000EA|1.000CS|264.16 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/662/66280_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/662/66280_PRI01.JPG|||<ul><li> Ratcheted	 finger ring forceps can be used with heavy tubing or vessels to control moderate to heavy flow offluids or blood<br /></li><li> High-quality	 single-use Centurion instrument is made of stainless steel andprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.090LB	 0.007CF PER CS|0.090 |LB|66280             |																	
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Mayo Scissors|66350|SCISSOR	 MAYO STRT (ST129) STERILE|CENTURION|66350|0.000EA|1.000CS|175.60 ||||||EA|CS|20 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/663/66350_PRI01.JPG|||<ul><li> Mayo scissors<br /></li><li> Dissecting</li></ul>||20|||||||||0.160LB	 0.007CF PER CS|0.160 |LB|66350             |																			
Surgical Instruments & Sterilization|Surgical Instruments|Centurion SnagFree Webster NeedleHolder|66355|NEEDLEHOLDER F/P SATIN (FN9050S)	 STER|CENTURION|66355|0.000EA|1.000CS|226.22 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/663/66355_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/663/66355_PRI01.JPG|||<ul><li> Snag-Free needle holders feature a proprietary hinge design that helps prevent sutures from catching<br/></li><li> Hand-tested on a size 6-0 suture for quality and consistency<br /></li><li>High-quality	 single-use Centurion instruments are made of stainless steel and precision crafted to match the performance and feelof reusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designedwith super fine tips for the most delicate surgical procedures<br /></li><li> Many Centurion instruments qualifyfor Medline's money-saving recycling program; contact your sales rep for details</li></ul>||20|||||||||0.071LB	 0.004CF PER CS|0.071 |LB|66355             |																		
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Sponge Forceps|66360|FORCEP	9 1/2 SPONGE (237) ST|CENTURION|66360|0.000EA|1.000CS|311.96 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/663/66360_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/663/66360_PRI01.JPG|||<ul><li> Finger ring forceps with serrated fenestrated oval tips are commonly used in surgical procedures to holdgauze<br /></li><li> Ratcheted locking mechanism helps securely hold the gauze<br /></li><li>High-quality	 single-use Centurion instrument is precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.191LB	 0.011CF PER CS|0.191 |LB|66360             |																	
